sensor_id,value,measurement_timestamp,id,Datum,Uhrzeit,Ort,Temperatur (°C),Wetterlage
5faeb5589b2df8001b980309,0.75,2025-06-04T09:42:28.799000Z,160538.0,,,,,
5faeb5589b2df8001b980309,3.92,2025-06-04T09:39:57.010000Z,151305.0,,,,,
5faeb5589b2df8001b980309,3.92,2025-06-04T09:39:57.010000Z,154195.0,,,,,
5faeb5589b2df8001b980309,3.92,2025-06-04T09:39:57.010000Z,154769.0,,,,,
5faeb5589b2df8001b980309,3.92,2025-06-04T09:39:57.010000Z,160539.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T09:37:29.421000Z,151306.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T09:37:29.421000Z,154196.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T09:37:29.421000Z,154770.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T09:37:29.421000Z,160540.0,,,,,
5faeb5589b2df8001b980309,2.58,2025-06-04T09:34:56.692000Z,151307.0,,,,,
5faeb5589b2df8001b980309,2.58,2025-06-04T09:34:56.692000Z,154197.0,,,,,
5faeb5589b2df8001b980309,2.58,2025-06-04T09:34:56.692000Z,154771.0,,,,,
5faeb5589b2df8001b980309,2.58,2025-06-04T09:34:56.692000Z,160541.0,,,,,
5faeb5589b2df8001b980309,3.25,2025-06-04T09:32:28.815000Z,151308.0,,,,,
5faeb5589b2df8001b980309,3.25,2025-06-04T09:32:28.815000Z,154198.0,,,,,
5faeb5589b2df8001b980309,3.25,2025-06-04T09:32:28.815000Z,154772.0,,,,,
5faeb5589b2df8001b980309,3.25,2025-06-04T09:32:28.815000Z,160542.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T09:29:56.707000Z,151309.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T09:29:56.707000Z,154199.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T09:29:56.707000Z,154773.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T09:29:56.707000Z,160543.0,,,,,
5faeb5589b2df8001b980309,6.65,2025-06-04T09:27:24.812000Z,151310.0,,,,,
5faeb5589b2df8001b980309,6.65,2025-06-04T09:27:24.812000Z,154200.0,,,,,
5faeb5589b2df8001b980309,6.65,2025-06-04T09:27:24.812000Z,154774.0,,,,,
5faeb5589b2df8001b980309,6.65,2025-06-04T09:27:24.812000Z,160544.0,,,,,
5faeb5589b2df8001b980309,5.0,2025-06-04T09:24:48.241000Z,151311.0,,,,,
5faeb5589b2df8001b980309,5.0,2025-06-04T09:24:48.241000Z,154201.0,,,,,
5faeb5589b2df8001b980309,5.0,2025-06-04T09:24:48.241000Z,154775.0,,,,,
5faeb5589b2df8001b980309,5.0,2025-06-04T09:24:48.241000Z,160545.0,,,,,
5faeb5589b2df8001b980309,7.65,2025-06-04T09:22:13.347000Z,151312.0,,,,,
5faeb5589b2df8001b980309,7.65,2025-06-04T09:22:13.347000Z,154202.0,,,,,
5faeb5589b2df8001b980309,7.65,2025-06-04T09:22:13.347000Z,154776.0,,,,,
5faeb5589b2df8001b980309,7.65,2025-06-04T09:22:13.347000Z,160546.0,,,,,
5faeb5589b2df8001b980309,7.22,2025-06-04T09:19:41.495000Z,151313.0,,,,,
5faeb5589b2df8001b980309,7.22,2025-06-04T09:19:41.495000Z,154203.0,,,,,
5faeb5589b2df8001b980309,7.22,2025-06-04T09:19:41.495000Z,154777.0,,,,,
5faeb5589b2df8001b980309,7.22,2025-06-04T09:19:41.495000Z,160547.0,,,,,
5faeb5589b2df8001b980309,1.75,2025-06-04T09:17:13.792000Z,151314.0,,,,,
5faeb5589b2df8001b980309,1.75,2025-06-04T09:17:13.792000Z,154204.0,,,,,
5faeb5589b2df8001b980309,1.75,2025-06-04T09:17:13.792000Z,154778.0,,,,,
5faeb5589b2df8001b980309,1.75,2025-06-04T09:17:13.792000Z,160548.0,,,,,
5faeb5589b2df8001b980309,5.95,2025-06-04T09:14:34.045000Z,151315.0,,,,,
5faeb5589b2df8001b980309,5.95,2025-06-04T09:14:34.045000Z,154205.0,,,,,
5faeb5589b2df8001b980309,5.95,2025-06-04T09:14:34.045000Z,154779.0,,,,,
5faeb5589b2df8001b980309,5.95,2025-06-04T09:14:34.045000Z,160549.0,,,,,
5faeb5589b2df8001b980309,5.22,2025-06-04T09:11:55.180000Z,151316.0,,,,,
5faeb5589b2df8001b980309,5.22,2025-06-04T09:11:55.180000Z,154206.0,,,,,
5faeb5589b2df8001b980309,5.22,2025-06-04T09:11:55.180000Z,154780.0,,,,,
5faeb5589b2df8001b980309,5.22,2025-06-04T09:11:55.180000Z,160550.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T09:09:23.315000Z,151317.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T09:09:23.315000Z,154207.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T09:09:23.315000Z,154781.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T09:09:23.315000Z,160551.0,,,,,
5faeb5589b2df8001b980309,6.7,2025-06-04T09:06:55.734000Z,151318.0,,,,,
5faeb5589b2df8001b980309,6.7,2025-06-04T09:06:55.734000Z,154208.0,,,,,
5faeb5589b2df8001b980309,6.7,2025-06-04T09:06:55.734000Z,154782.0,,,,,
5faeb5589b2df8001b980309,6.7,2025-06-04T09:06:55.734000Z,160552.0,,,,,
5faeb5589b2df8001b980309,3.17,2025-06-04T09:04:18.645000Z,151319.0,,,,,
5faeb5589b2df8001b980309,3.17,2025-06-04T09:04:18.645000Z,154209.0,,,,,
5faeb5589b2df8001b980309,3.17,2025-06-04T09:04:18.645000Z,154783.0,,,,,
5faeb5589b2df8001b980309,3.17,2025-06-04T09:04:18.645000Z,160553.0,,,,,
5faeb5589b2df8001b980309,3.0,2025-06-04T09:01:44.467000Z,151320.0,,,,,
5faeb5589b2df8001b980309,3.0,2025-06-04T09:01:44.467000Z,154210.0,,,,,
5faeb5589b2df8001b980309,3.0,2025-06-04T09:01:44.467000Z,154784.0,,,,,
5faeb5589b2df8001b980309,3.0,2025-06-04T09:01:44.467000Z,160554.0,,,,,
5faeb5589b2df8001b980309,3.5,2025-06-04T08:59:12.487000Z,151321.0,,,,,
5faeb5589b2df8001b980309,3.5,2025-06-04T08:59:12.487000Z,154211.0,,,,,
5faeb5589b2df8001b980309,3.5,2025-06-04T08:59:12.487000Z,154785.0,,,,,
5faeb5589b2df8001b980309,3.5,2025-06-04T08:59:12.487000Z,160555.0,,,,,
5faeb5589b2df8001b980309,1.4,2025-06-04T08:56:40.498000Z,151322.0,,,,,
5faeb5589b2df8001b980309,1.4,2025-06-04T08:56:40.498000Z,154212.0,,,,,
5faeb5589b2df8001b980309,1.4,2025-06-04T08:56:40.498000Z,154786.0,,,,,
5faeb5589b2df8001b980309,1.4,2025-06-04T08:56:40.498000Z,160556.0,,,,,
5faeb5589b2df8001b980309,3.72,2025-06-04T08:54:07.325000Z,151323.0,,,,,
5faeb5589b2df8001b980309,3.72,2025-06-04T08:54:07.325000Z,154213.0,,,,,
5faeb5589b2df8001b980309,3.72,2025-06-04T08:54:07.325000Z,154787.0,,,,,
5faeb5589b2df8001b980309,3.72,2025-06-04T08:54:07.325000Z,160557.0,,,,,
5faeb5589b2df8001b980309,3.47,2025-06-04T08:51:39.232000Z,151324.0,,,,,
5faeb5589b2df8001b980309,3.47,2025-06-04T08:51:39.232000Z,154214.0,,,,,
5faeb5589b2df8001b980309,3.47,2025-06-04T08:51:39.232000Z,154788.0,,,,,
5faeb5589b2df8001b980309,3.47,2025-06-04T08:51:39.232000Z,160558.0,,,,,
5faeb5589b2df8001b980309,3.85,2025-06-04T08:49:06.961000Z,151325.0,,,,,
5faeb5589b2df8001b980309,3.85,2025-06-04T08:49:06.961000Z,154215.0,,,,,
5faeb5589b2df8001b980309,3.85,2025-06-04T08:49:06.961000Z,154789.0,,,,,
5faeb5589b2df8001b980309,3.85,2025-06-04T08:49:06.961000Z,160559.0,,,,,
5faeb5589b2df8001b980309,4.65,2025-06-04T08:46:39.302000Z,151326.0,,,,,
5faeb5589b2df8001b980309,4.65,2025-06-04T08:46:39.302000Z,154216.0,,,,,
5faeb5589b2df8001b980309,4.65,2025-06-04T08:46:39.302000Z,154790.0,,,,,
5faeb5589b2df8001b980309,4.65,2025-06-04T08:46:39.302000Z,160560.0,,,,,
5faeb5589b2df8001b980309,2.15,2025-06-04T08:44:07.309000Z,151327.0,,,,,
5faeb5589b2df8001b980309,2.15,2025-06-04T08:44:07.309000Z,154217.0,,,,,
5faeb5589b2df8001b980309,2.15,2025-06-04T08:44:07.309000Z,154791.0,,,,,
5faeb5589b2df8001b980309,2.15,2025-06-04T08:44:07.309000Z,160561.0,,,,,
5faeb5589b2df8001b980309,4.3,2025-06-04T08:41:34.122000Z,151328.0,,,,,
5faeb5589b2df8001b980309,4.3,2025-06-04T08:41:34.122000Z,154218.0,,,,,
5faeb5589b2df8001b980309,4.3,2025-06-04T08:41:34.122000Z,154792.0,,,,,
5faeb5589b2df8001b980309,4.3,2025-06-04T08:41:34.122000Z,160562.0,,,,,
5faeb5589b2df8001b980309,5.63,2025-06-04T08:38:59.212000Z,151329.0,,,,,
5faeb5589b2df8001b980309,5.63,2025-06-04T08:38:59.212000Z,154219.0,,,,,
5faeb5589b2df8001b980309,5.63,2025-06-04T08:38:59.212000Z,154793.0,,,,,
5faeb5589b2df8001b980309,5.63,2025-06-04T08:38:59.212000Z,160563.0,,,,,
5faeb5589b2df8001b980309,3.08,2025-06-04T08:36:29.658000Z,151330.0,,,,,
5faeb5589b2df8001b980309,3.08,2025-06-04T08:36:29.658000Z,154220.0,,,,,
5faeb5589b2df8001b980309,3.08,2025-06-04T08:36:29.658000Z,154794.0,,,,,
5faeb5589b2df8001b980309,3.08,2025-06-04T08:36:29.658000Z,160564.0,,,,,
5faeb5589b2df8001b980309,3.4,2025-06-04T08:33:57.768000Z,151331.0,,,,,
5faeb5589b2df8001b980309,3.4,2025-06-04T08:33:57.768000Z,154221.0,,,,,
5faeb5589b2df8001b980309,3.4,2025-06-04T08:33:57.768000Z,154795.0,,,,,
5faeb5589b2df8001b980309,3.4,2025-06-04T08:33:57.768000Z,160565.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T08:31:25.880000Z,151332.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T08:31:25.880000Z,154222.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T08:31:25.880000Z,154796.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T08:31:25.880000Z,160566.0,,,,,
5faeb5589b2df8001b980309,5.05,2025-06-04T08:28:39.634000Z,151333.0,,,,,
5faeb5589b2df8001b980309,5.05,2025-06-04T08:28:39.634000Z,154223.0,,,,,
5faeb5589b2df8001b980309,5.05,2025-06-04T08:28:39.634000Z,154797.0,,,,,
5faeb5589b2df8001b980309,5.05,2025-06-04T08:28:39.634000Z,160567.0,,,,,
5faeb5589b2df8001b980309,4.55,2025-06-04T08:26:03.598000Z,151334.0,,,,,
5faeb5589b2df8001b980309,4.55,2025-06-04T08:26:03.598000Z,154224.0,,,,,
5faeb5589b2df8001b980309,4.55,2025-06-04T08:26:03.598000Z,154798.0,,,,,
5faeb5589b2df8001b980309,4.55,2025-06-04T08:26:03.598000Z,160568.0,,,,,
5faeb5589b2df8001b980309,3.63,2025-06-04T08:23:31.346000Z,151335.0,,,,,
5faeb5589b2df8001b980309,3.63,2025-06-04T08:23:31.346000Z,154225.0,,,,,
5faeb5589b2df8001b980309,3.63,2025-06-04T08:23:31.346000Z,154799.0,,,,,
5faeb5589b2df8001b980309,3.63,2025-06-04T08:23:31.346000Z,160569.0,,,,,
5faeb5589b2df8001b980309,3.8,2025-06-04T08:21:03.672000Z,151336.0,,,,,
5faeb5589b2df8001b980309,3.8,2025-06-04T08:21:03.672000Z,154226.0,,,,,
5faeb5589b2df8001b980309,3.8,2025-06-04T08:21:03.672000Z,154800.0,,,,,
5faeb5589b2df8001b980309,3.8,2025-06-04T08:21:03.672000Z,160570.0,,,,,
5faeb5589b2df8001b980309,2.45,2025-06-04T08:18:31.436000Z,151337.0,,,,,
5faeb5589b2df8001b980309,2.45,2025-06-04T08:18:31.436000Z,154227.0,,,,,
5faeb5589b2df8001b980309,2.45,2025-06-04T08:18:31.436000Z,154801.0,,,,,
5faeb5589b2df8001b980309,2.45,2025-06-04T08:18:31.436000Z,160571.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T08:15:51.912000Z,151338.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T08:15:51.912000Z,154228.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T08:15:51.912000Z,154802.0,,,,,
5faeb5589b2df8001b980309,5.03,2025-06-04T08:15:51.912000Z,160572.0,,,,,
5faeb5589b2df8001b980309,3.95,2025-06-04T08:10:44.361000Z,151339.0,,,,,
5faeb5589b2df8001b980309,3.95,2025-06-04T08:10:44.361000Z,154229.0,,,,,
5faeb5589b2df8001b980309,3.95,2025-06-04T08:10:44.361000Z,154803.0,,,,,
5faeb5589b2df8001b980309,3.95,2025-06-04T08:10:44.361000Z,160573.0,,,,,
5faeb5589b2df8001b980309,4.7,2025-06-04T08:08:04.430000Z,151340.0,,,,,
5faeb5589b2df8001b980309,4.7,2025-06-04T08:08:04.430000Z,154230.0,,,,,
5faeb5589b2df8001b980309,4.7,2025-06-04T08:08:04.430000Z,154804.0,,,,,
5faeb5589b2df8001b980309,4.7,2025-06-04T08:08:04.430000Z,160574.0,,,,,
5faeb5589b2df8001b980309,1.27,2025-06-04T08:05:36.728000Z,151341.0,,,,,
5faeb5589b2df8001b980309,1.27,2025-06-04T08:05:36.728000Z,154231.0,,,,,
5faeb5589b2df8001b980309,1.27,2025-06-04T08:05:36.728000Z,154805.0,,,,,
5faeb5589b2df8001b980309,1.27,2025-06-04T08:05:36.728000Z,160575.0,,,,,
5faeb5589b2df8001b980309,8.57,2025-06-04T08:03:04.298000Z,151342.0,,,,,
5faeb5589b2df8001b980309,8.57,2025-06-04T08:03:04.298000Z,154232.0,,,,,
5faeb5589b2df8001b980309,8.57,2025-06-04T08:03:04.298000Z,154806.0,,,,,
5faeb5589b2df8001b980309,8.57,2025-06-04T08:03:04.298000Z,160576.0,,,,,
5faeb5589b2df8001b980309,1.48,2025-06-04T08:00:25.166000Z,151343.0,,,,,
5faeb5589b2df8001b980309,1.48,2025-06-04T08:00:25.166000Z,154233.0,,,,,
5faeb5589b2df8001b980309,1.48,2025-06-04T08:00:25.166000Z,154807.0,,,,,
5faeb5589b2df8001b980309,1.48,2025-06-04T08:00:25.166000Z,160577.0,,,,,
5faeb5589b2df8001b980309,5.53,2025-06-04T07:57:36.005000Z,151344.0,,,,,
5faeb5589b2df8001b980309,5.53,2025-06-04T07:57:36.005000Z,154234.0,,,,,
5faeb5589b2df8001b980309,5.53,2025-06-04T07:57:36.005000Z,154808.0,,,,,
5faeb5589b2df8001b980309,5.53,2025-06-04T07:57:36.005000Z,160578.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T07:54:50.204000Z,151345.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T07:54:50.204000Z,154235.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T07:54:50.204000Z,154809.0,,,,,
5faeb5589b2df8001b980309,2.75,2025-06-04T07:54:50.204000Z,160579.0,,,,,
5faeb5589b2df8001b980309,7.4,2025-06-04T07:52:18.389000Z,151346.0,,,,,
5faeb5589b2df8001b980309,7.4,2025-06-04T07:52:18.389000Z,154236.0,,,,,
5faeb5589b2df8001b980309,7.4,2025-06-04T07:52:18.389000Z,154810.0,,,,,
5faeb5589b2df8001b980309,7.4,2025-06-04T07:52:18.389000Z,160580.0,,,,,
5faeb5589b2df8001b980309,4.9,2025-06-04T07:49:45.254000Z,151347.0,,,,,
5faeb5589b2df8001b980309,4.9,2025-06-04T07:49:45.254000Z,154237.0,,,,,
5faeb5589b2df8001b980309,4.9,2025-06-04T07:49:45.254000Z,154811.0,,,,,
5faeb5589b2df8001b980309,4.9,2025-06-04T07:49:45.254000Z,160581.0,,,,,
5faeb5589b2df8001b980309,8.38,2025-06-04T07:47:00.186000Z,151348.0,,,,,
5faeb5589b2df8001b980309,8.38,2025-06-04T07:47:00.186000Z,154238.0,,,,,
5faeb5589b2df8001b980309,8.38,2025-06-04T07:47:00.186000Z,154812.0,,,,,
5faeb5589b2df8001b980309,8.38,2025-06-04T07:47:00.186000Z,160582.0,,,,,
5faeb5589b2df8001b980309,7.75,2025-06-04T07:44:26.033000Z,151349.0,,,,,
5faeb5589b2df8001b980309,7.75,2025-06-04T07:44:26.033000Z,154239.0,,,,,
5faeb5589b2df8001b980309,7.75,2025-06-04T07:44:26.033000Z,154813.0,,,,,
5faeb5589b2df8001b980309,7.75,2025-06-04T07:44:26.033000Z,160583.0,,,,,
5faeb5589b2df8001b980309,6.2,2025-06-04T07:41:43.482000Z,151350.0,,,,,
5faeb5589b2df8001b980309,6.2,2025-06-04T07:41:43.482000Z,154240.0,,,,,
5faeb5589b2df8001b980309,6.2,2025-06-04T07:41:43.482000Z,154814.0,,,,,
5faeb5589b2df8001b980309,6.2,2025-06-04T07:41:43.482000Z,160584.0,,,,,
5faeb5589b2df8001b980309,4.15,2025-06-04T07:39:09.974000Z,151351.0,,,,,
5faeb5589b2df8001b980309,4.15,2025-06-04T07:39:09.974000Z,154241.0,,,,,
5faeb5589b2df8001b980309,4.15,2025-06-04T07:39:09.974000Z,154815.0,,,,,
5faeb5589b2df8001b980309,4.15,2025-06-04T07:39:09.974000Z,160585.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T07:36:37.719000Z,151352.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T07:36:37.719000Z,154242.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T07:36:37.719000Z,154816.0,,,,,
5faeb5589b2df8001b980309,2.53,2025-06-04T07:36:37.719000Z,160586.0,,,,,
5faeb5589b2df8001b980309,6.53,2025-06-04T07:34:09.532000Z,151353.0,,,,,
5faeb5589b2df8001b980309,6.53,2025-06-04T07:34:09.532000Z,154243.0,,,,,
5faeb5589b2df8001b980309,6.53,2025-06-04T07:34:09.532000Z,154817.0,,,,,
5faeb5589b2df8001b980309,6.53,2025-06-04T07:34:09.532000Z,160587.0,,,,,
5faeb5589b2df8001b980309,6.97,2025-06-04T07:31:37.428000Z,151354.0,,,,,
5faeb5589b2df8001b980309,6.97,2025-06-04T07:31:37.428000Z,154244.0,,,,,
5faeb5589b2df8001b980309,6.97,2025-06-04T07:31:37.428000Z,154818.0,,,,,
5faeb5589b2df8001b980309,6.97,2025-06-04T07:31:37.428000Z,160588.0,,,,,
5faeb5589b2df8001b980309,4.97,2025-06-04T07:29:09.683000Z,151355.0,,,,,
5faeb5589b2df8001b980309,4.97,2025-06-04T07:29:09.683000Z,154245.0,,,,,
5faeb5589b2df8001b980309,4.97,2025-06-04T07:29:09.683000Z,154819.0,,,,,
5faeb5589b2df8001b980309,4.97,2025-06-04T07:29:09.683000Z,160589.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T07:26:37.491000Z,151356.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T07:26:37.491000Z,154246.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T07:26:37.491000Z,154820.0,,,,,
5faeb5589b2df8001b980309,4.72,2025-06-04T07:26:37.491000Z,160590.0,,,,,
5faeb5589b2df8001b980309,4.07,2025-06-04T07:24:05.568000Z,151357.0,,,,,
5faeb5589b2df8001b980309,4.07,2025-06-04T07:24:05.568000Z,154247.0,,,,,
5faeb5589b2df8001b980309,4.07,2025-06-04T07:24:05.568000Z,154821.0,,,,,
5faeb5589b2df8001b980309,4.07,2025-06-04T07:24:05.568000Z,160591.0,,,,,
5faeb5589b2df8001b980309,2.08,2025-06-04T07:21:33.762000Z,151358.0,,,,,
5faeb5589b2df8001b980309,2.08,2025-06-04T07:21:33.762000Z,154248.0,,,,,
